prompt_id,prompt,gold_agents,template_id
1278,I need you to compute correlations between temperature and pressure for last week.,StatisticalAnalysisAgent,22
1279,Can you compute correlations between turbine RPM and error rate for today? and draft a short report.,StatisticalAnalysisAgent,22
1280,I need you to summarize what happened in wind energy output during yesterday.,SummaryAgent,9
1281,FYI: I need you to compute mean and variance for the past 48 days of power output.,StatisticalAnalysisAgent,4
1282,Show WARN and ERROR logs for Lambda in the last 30 days,LogRetrievalAgent,39
1283,for my notes: Can you summarize and report anomalies in error rate for yesterday?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1284,not urgent: Compute correlations between latency and power output for today and include a quick chart.,StatisticalAnalysisAgent,22
1285,not urgent: Use the weather/api REST API with auth to get turbine RPM for the last 24 hours,APIDataFetchAgent,31
1286,Show WARN and ERROR logs for ETL job in this week,LogRetrievalAgent,39
1287,FYI: Can you trace anomalies and then draft a brief report for yesterday?,AnomalyDetectionAgent|ReportWriterAgent,17
1288,Can you write a concise report of wind speed behavior in last week?,ReportWriterAgent|SummaryAgent,27
1289,Please forecast turbine RPM for next 2 weeks and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
1290,Can you calculate summary stats for temperature in the last 3 days? and write a brief summary.,StatisticalAnalysisAgent,41
1291,I need you to retrieve wind energy output from internal data warehouse for the past 7 days.,TimeSeriesQueryAgent,33
1292,not urgent: Can you generate a report with charts for error rate in the last 24 hours?,ReportWriterAgent|PlotGenerationAgent,21
1293,btw: Check if latency has outliers in today,AnomalyDetectionAgent,19
1294,asap: Please plot wind speed and identify its trend for the last 30 days.,PlotGenerationAgent|TrendAnalysisAgent,23
1295,Help me identify the trend of temperature over the past 72 days.,TrendAnalysisAgent,5
1296,Can you forecast temperature for tomorrow and explain the trend drivers?,ForecastAgent|TrendAnalysisAgent,24
1297,for my notes: Write a concise report of throughput behavior in the last 30 days,ReportWriterAgent|SummaryAgent,27
1298,Help me retrieve logs and summarize errors for scheduler.,LogRetrievalAgent|SummaryAgent,13
1299,Can you what fields are available in the ops_metrics table??,MetadataLookupAgent,37
1300,Please forecast wind speed for next week and plot it. and add a dashboard view.,ForecastAgent|PlotGenerationAgent,11
1301,Help me fetch wind speed data for the last 12 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1302,Help me what columns exist in the energy dataset?. and include a quick chart.,MetadataLookupAgent,3
1303,FYI: Get rows where customer_id equals failed,SQLQueryAgent,1
1304,Can you fetch external wind speed from weather/api and return raw payloads?,APIDataFetchAgent,32
1305,Help me use the sensors/stream REST API with auth to get temperature for yesterday. and add a dashboard view.,APIDataFetchAgent,31
1306,Help me paginate the energy/telemetry API to collect throughput records.,APIDataFetchAgent,30
1307,I need you to filter the sensor_streams table where error rate > failed.,SQLQueryAgent,35
1308,Please plot latency and identify its trend for the last 24 hours.,PlotGenerationAgent|TrendAnalysisAgent,23
1309,Please summarize and report anomalies in latency for the last 3 days.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1310,Please retrieve logs and summarize errors for Lambda.,LogRetrievalAgent|SummaryAgent,13
1311,Extract API data for temperature during today,APIDataFetchAgent|TimeSeriesQueryAgent,26
1312,not urgent: I need you to what fields are available in the weather table?. and write a brief summary.,MetadataLookupAgent,37
1313,Can you filter the transactions table where wind energy output > A17?,SQLQueryAgent,35
1314,Can you use the energy/telemetry REST API with auth to get power output for this month?,APIDataFetchAgent,31
1315,for my notes: Help me plot and summarize error rate for the last 30 days.,PlotGenerationAgent|SummaryAgent,12
1316,I need you to what columns exist in the transactions dataset?. and write a brief summary.,MetadataLookupAgent,3
1317,Help me what fields are available in the energy table?.,MetadataLookupAgent,37
1318,I need you to retrieve logs and summarize errors for Lambda.,LogRetrievalAgent|SummaryAgent,13
1319,Help me list columns and schema for the transactions dataset.,MetadataLookupAgent,36
1320,FYI: Can you plot power output and identify its trend for today?,PlotGenerationAgent|TrendAnalysisAgent,23
1321,asap: Please filter the system_events table where throughput > TX-8821.,SQLQueryAgent,35
1322,for the weekly review: Can you get rows where customer_id equals E500?,SQLQueryAgent,1
1323,I need you to fetch wind speed data for the last 12 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
1324,for the weekly review: I need you to filter the wind table where temperature > TX-8821.,SQLQueryAgent,35
1325,Help me get rows where customer_id equals 1023.,SQLQueryAgent,1
1326,Can you call the energy/telemetry endpoint to fetch power output as JSON?,APIDataFetchAgent,29
1327,I need you to list columns and schema for the wind dataset.,MetadataLookupAgent,36
1328,Plot wind energy output and identify its trend for this week,PlotGenerationAgent|TrendAnalysisAgent,23
1329,Help me what fields are available in the transactions table?. and write a brief summary.,MetadataLookupAgent,37
1330,Please retrieve turbine RPM from internal data warehouse for the last 3 days.,TimeSeriesQueryAgent,33
1331,Help me get rows where customer_id equals TX-8821.,SQLQueryAgent,1
1332,Help me paginate the weather/api API to collect wind energy output records.,APIDataFetchAgent,30
1333,I need you to plot and analyze error rate for yesterday.,PlotGenerationAgent|StatisticalAnalysisAgent,28
1334,not urgent: Please filter the transactions table where latency > TX-8821.,SQLQueryAgent,35
1335,not urgent: I need you to calculate summary stats for turbine RPM in last week.,StatisticalAnalysisAgent,41
1336,for my notes: I need you to calculate summary stats for throughput in the past 7 days. and write a brief summary.,StatisticalAnalysisAgent,41
1337,Can you predict wind speed for next week?,ForecastAgent,7
1338,Please fetch power output for today and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1339,btw: I need you to retrieve logs and summarize errors for frontend. and set an alert if it changes.,LogRetrievalAgent|SummaryAgent,13
1340,not urgent: Write a detailed report about wind performance for today,ReportWriterAgent,10
1341,I need you to fetch latency for last week and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
1342,Can you fetch logs for frontend with error code A17?,LogRetrievalAgent,38
1343,btw: Pull wind speed data for the last 168 hours,TimeSeriesQueryAgent|APIDataFetchAgent,0
1344,btw: Please summarize and report anomalies in power output for this month.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1345,I need you to get rows where customer_id equals E500.,SQLQueryAgent,1
1346,I need you to pull recent logs related to energy production.,LogRetrievalAgent,2
1347,Fetch wind speed data for the last 48 hours,TimeSeriesQueryAgent|APIDataFetchAgent,0
1348,asap: I need you to retrieve logs and summarize errors for scheduler. and add a dashboard view.,LogRetrievalAgent|SummaryAgent,13
1349,FYI: I need you to pull recent logs related to wind performance.,LogRetrievalAgent,2
1350,FYI: Fetch external latency from alerts/v2 and return raw payloads,APIDataFetchAgent,32
1351,I need you to retrieve wind energy output from internal data warehouse for the last 24 hours.,TimeSeriesQueryAgent,33
1352,FYI: Please summarize and report anomalies in error rate for today. and draft a short report.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1353,Please plot power output and identify its trend for yesterday.,PlotGenerationAgent|TrendAnalysisAgent,23
1354,for my notes: Please retrieve logs and summarize errors for ETL job.,LogRetrievalAgent|SummaryAgent,13
1355,Please list columns and schema for the system_events dataset.,MetadataLookupAgent,36
1356,Generate a report with charts for wind speed in today,ReportWriterAgent|PlotGenerationAgent,21
1357,Help me predict throughput for tomorrow.,ForecastAgent,7
1358,Please run a SQL query to find error rate rows with value A17.,SQLQueryAgent,34
1359,I need you to fetch logs for scheduler with error code TX-8821.,LogRetrievalAgent,38
1360,not urgent: Help me show WARN and ERROR logs for ETL job in yesterday.,LogRetrievalAgent,39
1361,Can you filter the ops_metrics table where throughput > E500?,SQLQueryAgent,35
1362,Please identify the trend of latency over the past 72 days.,TrendAnalysisAgent,5
1363,Please summarize log patterns for API Gateway over yesterday.,LogRetrievalAgent|SummaryAgent,20
1364,Please compute median and std dev for power output over this week.,StatisticalAnalysisAgent,40
1365,Help me list columns and schema for the energy dataset.,MetadataLookupAgent,36
1366,Please retrieve logs and summarize errors for ETL job.,LogRetrievalAgent|SummaryAgent,13
1367,not urgent: Can you fetch external turbine RPM from weather/api and return raw payloads?,APIDataFetchAgent,32
1368,Generate a report with charts for throughput in this month,ReportWriterAgent|PlotGenerationAgent,21
1369,not urgent: Can you summarize what happened in wind speed during the last 24 hours?,SummaryAgent,9
1370,for the weekly review: I need you to paginate the energy/telemetry API to collect temperature records. and draft a short report.,APIDataFetchAgent,30
1371,for my notes: Help me get rows where customer_id equals A17.,SQLQueryAgent,1
1372,Can you retrieve throughput from internal data warehouse for the last 30 days? and write a brief summary.,TimeSeriesQueryAgent,33
1373,for my notes: Forecast throughput for tomorrow and plot it,ForecastAgent|PlotGenerationAgent,11
1374,Help me plot temperature for the last 30 days.,PlotGenerationAgent,8
1375,asap: I need you to retrieve wind speed from internal data warehouse for last week.,TimeSeriesQueryAgent,33
1376,Get turbine RPM for the last 3 days and detect trend visually,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1377,asap: Help me what fields are available in the wind table?.,MetadataLookupAgent,37
1378,Can you get wind speed for today and detect trend visually?,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
1379,Detect unusual spikes or drops in turbine RPM for the last 24 hours and add a dashboard view.,AnomalyDetectionAgent,6
1380,FYI: Help me forecast wind speed for tomorrow evening and explain the trend drivers. and draft a short report.,ForecastAgent|TrendAnalysisAgent,24
1381,FYI: Please use the weather/api REST API with auth to get latency for yesterday. and write a brief summary.,APIDataFetchAgent,31
1382,for my notes: Can you summarize and report anomalies in temperature for yesterday?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
1383,for the weekly review: Get rows where customer_id equals 1023 and set an alert if it changes.,SQLQueryAgent,1
1384,Please what fields are available in the system_events table?. and set an alert if it changes.,MetadataLookupAgent,37
1385,Check if throughput has outliers in last week,AnomalyDetectionAgent,19
1386,Help me generate a report with charts for wind speed in the last 3 days.,ReportWriterAgent|PlotGenerationAgent,21
1387,for the weekly review: I need you to filter the system_events table where temperature > failed. and add a dashboard view.,SQLQueryAgent,35
1388,asap: Help me predict wind speed for tomorrow evening.,ForecastAgent,7
1389,for the weekly review: Help me filter the transactions table where turbine RPM > TX-8821.,SQLQueryAgent,35
1390,I need you to give me a quick sanity check on the wind speed numbers for this week.,StatisticalAnalysisAgent|SummaryAgent,16
1391,for the weekly review: Help me give me a quick sanity check on the error rate numbers for yesterday.,StatisticalAnalysisAgent|SummaryAgent,16
